block,street_name_original,address_original,street_name,full_address,processed_address
119,BISHAN ST 12,119 BISHAN ST 12,BISHAN ST 12        ,119 BISHAN ST 12       Singapore,119 BISHAN ST 12      
103,BISHAN ST 12,103 BISHAN ST 12,BISHAN ST 12        ,103 BISHAN ST 12       Singapore,103 BISHAN ST 12      
186,BISHAN ST 13,186 BISHAN ST 13,BISHAN ST 13        ,186 BISHAN ST 13       Singapore,186 BISHAN ST 13      
187,BISHAN ST 13,187 BISHAN ST 13,BISHAN ST 13        ,187 BISHAN ST 13       Singapore,187 BISHAN ST 13      
137,BT BATOK WEST AVE 6,137 BT BATOK WEST AVE 6,BUKIT BATOK WEST AVE 6    ,137 BUKIT BATOK WEST AVE 6   Singapore,137 BUKIT BATOK WEST AVE 6  
533,BT BATOK ST 51,533 BT BATOK ST 51,BUKIT BATOK ST 51      ,533 BUKIT BATOK ST 51     Singapore,533 BUKIT BATOK ST 51    
413,BT BATOK WEST AVE 4,413 BT BATOK WEST AVE 4,BUKIT BATOK WEST AVE 4    ,413 BUKIT BATOK WEST AVE 4   Singapore,413 BUKIT BATOK WEST AVE 4  
419,BT BATOK WEST AVE 2,419 BT BATOK WEST AVE 2,BUKIT BATOK WEST AVE 2    ,419 BUKIT BATOK WEST AVE 2   Singapore,419 BUKIT BATOK WEST AVE 2  
426,BT BATOK WEST AVE 2,426 BT BATOK WEST AVE 2,BUKIT BATOK WEST AVE 2    ,426 BUKIT BATOK WEST AVE 2   Singapore,426 BUKIT BATOK WEST AVE 2  
353,BT BATOK ST 34,353 BT BATOK ST 34,BUKIT BATOK ST 34      ,353 BUKIT BATOK ST 34     Singapore,353 BUKIT BATOK ST 34    
94,HAVELOCK RD,94 HAVELOCK RD,HAVELOCK ROAD          ,94 HAVELOCK ROAD         Singapore,94 HAVELOCK ROAD        
113,PENDING RD,113 PENDING RD,PENDING ROAD          ,113 PENDING ROAD         Singapore,113 PENDING ROAD        
126,PENDING RD,126 PENDING RD,PENDING ROAD          ,126 PENDING ROAD         Singapore,126 PENDING ROAD        
110,GANGSA RD,110 GANGSA RD,GANGSA ROAD          ,110 GANGSA ROAD         Singapore,110 GANGSA ROAD        
514,HOUGANG AVE 10,514 HOUGANG AVE 10,HOUGANG AVE 10        ,514 HOUGANG AVE 10       Singapore,514 HOUGANG AVE 10      
688,HOUGANG ST 61,688 HOUGANG ST 61,HOUGANG ST 61        ,688 HOUGANG ST 61       Singapore,688 HOUGANG ST 61      
658,HOUGANG AVE 8,658 HOUGANG AVE 8,HOUGANG AVE 8        ,658 HOUGANG AVE 8       Singapore,658 HOUGANG AVE 8      
660,HOUGANG AVE 8,660 HOUGANG AVE 8,HOUGANG AVE 8        ,660 HOUGANG AVE 8       Singapore,660 HOUGANG AVE 8      
687,HOUGANG ST 61,687 HOUGANG ST 61,HOUGANG ST 61        ,687 HOUGANG ST 61       Singapore,687 HOUGANG ST 61      
697,HOUGANG ST 61,697 HOUGANG ST 61,HOUGANG ST 61        ,697 HOUGANG ST 61       Singapore,697 HOUGANG ST 61      
521,HOUGANG AVE 6,521 HOUGANG AVE 6,HOUGANG AVE 6        ,521 HOUGANG AVE 6       Singapore,521 HOUGANG AVE 6      
430,HOUGANG AVE 6,430 HOUGANG AVE 6,HOUGANG AVE 6        ,430 HOUGANG AVE 6       Singapore,430 HOUGANG AVE 6      
352,JURONG EAST ST 31,352 JURONG EAST ST 31,JURONG EAST ST 31      ,352 JURONG EAST ST 31     Singapore,352 JURONG EAST ST 31    
929,JURONG WEST ST 92,929 JURONG WEST ST 92,JURONG WEST ST 92      ,929 JURONG WEST ST 92     Singapore,929 JURONG WEST ST 92    
123,MCNAIR RD,123 MCNAIR RD,MCNAIR ROAD          ,123 MCNAIR ROAD         Singapore,123 MCNAIR ROAD        
122,PASIR RIS ST 11,122 PASIR RIS ST 11,PASIR RIS ST 11      ,122 PASIR RIS ST 11     Singapore,122 PASIR RIS ST 11    
244,SERANGOON AVE 2,244 SERANGOON AVE 2,SERANGOON AVE 2        ,244 SERANGOON AVE 2       Singapore,244 SERANGOON AVE 2      
146,SERANGOON NTH AVE 1,146 SERANGOON NTH AVE 1,SERANGOON NORTH AVE 1      ,146 SERANGOON NORTH AVE 1     Singapore,146 SERANGOON NORTH AVE 1    
844,TAMPINES ST 82,844 TAMPINES ST 82,TAMPINES ST 82        ,844 TAMPINES ST 82       Singapore,844 TAMPINES ST 82      
827,TAMPINES ST 81,827 TAMPINES ST 81,TAMPINES ST 81        ,827 TAMPINES ST 81       Singapore,827 TAMPINES ST 81      
447,TAMPINES ST 42,447 TAMPINES ST 42,TAMPINES ST 42        ,447 TAMPINES ST 42       Singapore,447 TAMPINES ST 42      
416,TAMPINES ST 41,416 TAMPINES ST 41,TAMPINES ST 41        ,416 TAMPINES ST 41       Singapore,416 TAMPINES ST 41      
453,TAMPINES ST 42,453 TAMPINES ST 42,TAMPINES ST 42        ,453 TAMPINES ST 42       Singapore,453 TAMPINES ST 42      
124,POTONG PASIR AVE 1,124 POTONG PASIR AVE 1,POTONG PASIR AVE 1      ,124 POTONG PASIR AVE 1     Singapore,124 POTONG PASIR AVE 1    
236,LOR 1 TOA PAYOH,236 LOR 1 TOA PAYOH,LOR 1 TOA PAYOH      ,236 LOR 1 TOA PAYOH     Singapore,236 LOR 1 TOA PAYOH    
777,YISHUN AVE 2,777 YISHUN AVE 2,YISHUN AVE 2        ,777 YISHUN AVE 2       Singapore,777 YISHUN AVE 2      
801,YISHUN RING RD,801 YISHUN RING RD,YISHUN RING ROAD        ,801 YISHUN RING ROAD       Singapore,801 YISHUN RING ROAD      
743,YISHUN AVE 5,743 YISHUN AVE 5,YISHUN AVE 5        ,743 YISHUN AVE 5       Singapore,743 YISHUN AVE 5      
646,YISHUN ST 61,646 YISHUN ST 61,YISHUN ST 61        ,646 YISHUN ST 61       Singapore,646 YISHUN ST 61      
625,YISHUN ST 61,625 YISHUN ST 61,YISHUN ST 61        ,625 YISHUN ST 61       Singapore,625 YISHUN ST 61      
658,YISHUN AVE 4,658 YISHUN AVE 4,YISHUN AVE 4        ,658 YISHUN AVE 4       Singapore,658 YISHUN AVE 4      
838,YISHUN ST 81,838 YISHUN ST 81,YISHUN ST 81        ,838 YISHUN ST 81       Singapore,838 YISHUN ST 81      
343,YISHUN AVE 11,343 YISHUN AVE 11,YISHUN AVE 11        ,343 YISHUN AVE 11       Singapore,343 YISHUN AVE 11      
651,YISHUN AVE 4,651 YISHUN AVE 4,YISHUN AVE 4        ,651 YISHUN AVE 4       Singapore,651 YISHUN AVE 4      
602,YISHUN ST 61,602 YISHUN ST 61,YISHUN ST 61        ,602 YISHUN ST 61       Singapore,602 YISHUN ST 61      
647,YISHUN ST 61,647 YISHUN ST 61,YISHUN ST 61        ,647 YISHUN ST 61       Singapore,647 YISHUN ST 61      
325,YISHUN CTRL,325 YISHUN CTRL,YISHUN CENTRAL          ,325 YISHUN CENTRAL         Singapore,325 YISHUN CENTRAL        
119,BEDOK RESERVOIR RD,119 BEDOK RESERVOIR RD,BEDOK RESERVOIR ROAD        ,119 BEDOK RESERVOIR ROAD       Singapore,119 BEDOK RESERVOIR ROAD      
128,BT BATOK WEST AVE 6,128 BT BATOK WEST AVE 6,BUKIT BATOK WEST AVE 6    ,128 BUKIT BATOK WEST AVE 6   Singapore,128 BUKIT BATOK WEST AVE 6  
409,BT BATOK WEST AVE 4,409 BT BATOK WEST AVE 4,BUKIT BATOK WEST AVE 4    ,409 BUKIT BATOK WEST AVE 4   Singapore,409 BUKIT BATOK WEST AVE 4  
531,BT BATOK ST 51,531 BT BATOK ST 51,BUKIT BATOK ST 51      ,531 BUKIT BATOK ST 51     Singapore,531 BUKIT BATOK ST 51    
71,REDHILL RD,71 REDHILL RD,REDHILL ROAD          ,71 REDHILL ROAD         Singapore,71 REDHILL ROAD        
54,LENGKOK BAHRU,54 LENGKOK BAHRU,LENGKOK BAHRU          ,54 LENGKOK BAHRU         Singapore,54 LENGKOK BAHRU        
698,HOUGANG ST 61,698 HOUGANG ST 61,HOUGANG ST 61        ,698 HOUGANG ST 61       Singapore,698 HOUGANG ST 61      
695,HOUGANG ST 61,695 HOUGANG ST 61,HOUGANG ST 61        ,695 HOUGANG ST 61       Singapore,695 HOUGANG ST 61      
644,HOUGANG AVE 8,644 HOUGANG AVE 8,HOUGANG AVE 8        ,644 HOUGANG AVE 8       Singapore,644 HOUGANG AVE 8      
693,HOUGANG ST 61,693 HOUGANG ST 61,HOUGANG ST 61        ,693 HOUGANG ST 61       Singapore,693 HOUGANG ST 61      
694,HOUGANG ST 61,694 HOUGANG ST 61,HOUGANG ST 61        ,694 HOUGANG ST 61       Singapore,694 HOUGANG ST 61      
612,HOUGANG AVE 8,612 HOUGANG AVE 8,HOUGANG AVE 8        ,612 HOUGANG AVE 8       Singapore,612 HOUGANG AVE 8      
45,TEBAN GDNS RD,45 TEBAN GDNS RD,TEBAN GARDENS ROAD        ,45 TEBAN GARDENS ROAD       Singapore,45 TEBAN GARDENS ROAD      
15,ST. GEORGE'S RD,15 ST. GEORGE'S RD,ST. GEORGE'S ROAD        ,15 ST. GEORGE'S ROAD       Singapore,15 ST. GEORGE'S ROAD      
124,MCNAIR RD,124 MCNAIR RD,MCNAIR ROAD          ,124 MCNAIR ROAD         Singapore,124 MCNAIR ROAD        
42,STIRLING RD,42 STIRLING RD,STIRLING ROAD          ,42 STIRLING ROAD         Singapore,42 STIRLING ROAD        
152,SERANGOON NTH AVE 1,152 SERANGOON NTH AVE 1,SERANGOON NORTH AVE 1      ,152 SERANGOON NORTH AVE 1     Singapore,152 SERANGOON NORTH AVE 1    
314,SERANGOON AVE 2,314 SERANGOON AVE 2,SERANGOON AVE 2        ,314 SERANGOON AVE 2       Singapore,314 SERANGOON AVE 2      
331,SERANGOON AVE 3,331 SERANGOON AVE 3,SERANGOON AVE 3        ,331 SERANGOON AVE 3       Singapore,331 SERANGOON AVE 3      
403,TAMPINES ST 41,403 TAMPINES ST 41,TAMPINES ST 41        ,403 TAMPINES ST 41       Singapore,403 TAMPINES ST 41      
134,SIMEI ST 1,134 SIMEI ST 1,SIMEI ST 1        ,134 SIMEI ST 1       Singapore,134 SIMEI ST 1      
458,TAMPINES ST 42,458 TAMPINES ST 42,TAMPINES ST 42        ,458 TAMPINES ST 42       Singapore,458 TAMPINES ST 42      
154,SIMEI ST 1,154 SIMEI ST 1,SIMEI ST 1        ,154 SIMEI ST 1       Singapore,154 SIMEI ST 1      
144,POTONG PASIR AVE 2,144 POTONG PASIR AVE 2,POTONG PASIR AVE 2      ,144 POTONG PASIR AVE 2     Singapore,144 POTONG PASIR AVE 2    
628,YISHUN ST 61,628 YISHUN ST 61,YISHUN ST 61        ,628 YISHUN ST 61       Singapore,628 YISHUN ST 61      
172,YISHUN AVE 7,172 YISHUN AVE 7,YISHUN AVE 7        ,172 YISHUN AVE 7       Singapore,172 YISHUN AVE 7      
403,YISHUN AVE 6,403 YISHUN AVE 6,YISHUN AVE 6        ,403 YISHUN AVE 6       Singapore,403 YISHUN AVE 6      
129,BEDOK RESERVOIR RD,129 BEDOK RESERVOIR RD,BEDOK RESERVOIR ROAD        ,129 BEDOK RESERVOIR ROAD       Singapore,129 BEDOK RESERVOIR ROAD      
133,BISHAN ST 12,133 BISHAN ST 12,BISHAN ST 12        ,133 BISHAN ST 12       Singapore,133 BISHAN ST 12      
104,BISHAN ST 12,104 BISHAN ST 12,BISHAN ST 12        ,104 BISHAN ST 12       Singapore,104 BISHAN ST 12      
242,BISHAN ST 22,242 BISHAN ST 22,BISHAN ST 22        ,242 BISHAN ST 22       Singapore,242 BISHAN ST 22      
128,BISHAN ST 12,128 BISHAN ST 12,BISHAN ST 12        ,128 BISHAN ST 12       Singapore,128 BISHAN ST 12      
134,BISHAN ST 12,134 BISHAN ST 12,BISHAN ST 12        ,134 BISHAN ST 12       Singapore,134 BISHAN ST 12      
416,BT BATOK WEST AVE 4,416 BT BATOK WEST AVE 4,BUKIT BATOK WEST AVE 4    ,416 BUKIT BATOK WEST AVE 4   Singapore,416 BUKIT BATOK WEST AVE 4  
358,BT BATOK ST 31,358 BT BATOK ST 31,BUKIT BATOK ST 31      ,358 BUKIT BATOK ST 31     Singapore,358 BUKIT BATOK ST 31    
527,BT BATOK ST 51,527 BT BATOK ST 51,BUKIT BATOK ST 51      ,527 BUKIT BATOK ST 51     Singapore,527 BUKIT BATOK ST 51    
541,BT BATOK ST 52,541 BT BATOK ST 52,BUKIT BATOK ST 52      ,541 BUKIT BATOK ST 52     Singapore,541 BUKIT BATOK ST 52    
344,BT BATOK ST 34,344 BT BATOK ST 34,BUKIT BATOK ST 34      ,344 BUKIT BATOK ST 34     Singapore,344 BUKIT BATOK ST 34    
46,LENGKOK BAHRU,46 LENGKOK BAHRU,LENGKOK BAHRU          ,46 LENGKOK BAHRU         Singapore,46 LENGKOK BAHRU        
115,PENDING RD,115 PENDING RD,PENDING ROAD          ,115 PENDING ROAD         Singapore,115 PENDING ROAD        
123,PENDING RD,123 PENDING RD,PENDING ROAD          ,123 PENDING ROAD         Singapore,123 PENDING ROAD        
128,PENDING RD,128 PENDING RD,PENDING ROAD          ,128 PENDING ROAD         Singapore,128 PENDING ROAD        
107,GANGSA RD,107 GANGSA RD,GANGSA ROAD          ,107 GANGSA ROAD         Singapore,107 GANGSA ROAD        
123,TECK WHYE LANE,123 TECK WHYE LANE,TECK WHYE LANE        ,123 TECK WHYE LANE       Singapore,123 TECK WHYE LANE      
132,GEYLANG EAST AVE 1,132 GEYLANG EAST AVE 1,GEYLANG EAST AVE 1      ,132 GEYLANG EAST AVE 1     Singapore,132 GEYLANG EAST AVE 1    
685,HOUGANG ST 61,685 HOUGANG ST 61,HOUGANG ST 61        ,685 HOUGANG ST 61       Singapore,685 HOUGANG ST 61      
526,HOUGANG AVE 6,526 HOUGANG AVE 6,HOUGANG AVE 6        ,526 HOUGANG AVE 6       Singapore,526 HOUGANG AVE 6      
665,HOUGANG AVE 4,665 HOUGANG AVE 4,HOUGANG AVE 4        ,665 HOUGANG AVE 4       Singapore,665 HOUGANG AVE 4      
315,JURONG EAST ST 32,315 JURONG EAST ST 32,JURONG EAST ST 32      ,315 JURONG EAST ST 32     Singapore,315 JURONG EAST ST 32    
121,MCNAIR RD,121 MCNAIR RD,MCNAIR ROAD          ,121 MCNAIR ROAD         Singapore,121 MCNAIR ROAD        
30,JLN BAHAGIA,30 JLN BAHAGIA,JALAN BAHAGIA          ,30 JALAN BAHAGIA         Singapore,30 JALAN BAHAGIA        
214,SERANGOON AVE 4,214 SERANGOON AVE 4,SERANGOON AVE 4        ,214 SERANGOON AVE 4       Singapore,214 SERANGOON AVE 4      
828,TAMPINES ST 81,828 TAMPINES ST 81,TAMPINES ST 81        ,828 TAMPINES ST 81       Singapore,828 TAMPINES ST 81      
906,TAMPINES AVE 4,906 TAMPINES AVE 4,TAMPINES AVE 4        ,906 TAMPINES AVE 4       Singapore,906 TAMPINES AVE 4      
456,TAMPINES ST 42,456 TAMPINES ST 42,TAMPINES ST 42        ,456 TAMPINES ST 42       Singapore,456 TAMPINES ST 42      
155,SIMEI RD,155 SIMEI RD,SIMEI ROAD          ,155 SIMEI ROAD         Singapore,155 SIMEI ROAD        
451,TAMPINES ST 42,451 TAMPINES ST 42,TAMPINES ST 42        ,451 TAMPINES ST 42       Singapore,451 TAMPINES ST 42      
140,MARSILING RD,140 MARSILING RD,MARSILING ROAD          ,140 MARSILING ROAD         Singapore,140 MARSILING ROAD        
321,YISHUN CTRL,321 YISHUN CTRL,YISHUN CENTRAL          ,321 YISHUN CENTRAL         Singapore,321 YISHUN CENTRAL        
714,YISHUN ST 71,714 YISHUN ST 71,YISHUN ST 71        ,714 YISHUN ST 71       Singapore,714 YISHUN ST 71      
653,YISHUN AVE 4,653 YISHUN AVE 4,YISHUN AVE 4        ,653 YISHUN AVE 4       Singapore,653 YISHUN AVE 4      
634,YISHUN ST 61,634 YISHUN ST 61,YISHUN ST 61        ,634 YISHUN ST 61       Singapore,634 YISHUN ST 61      
867,YISHUN ST 81,867 YISHUN ST 81,YISHUN ST 81        ,867 YISHUN ST 81       Singapore,867 YISHUN ST 81      
620,YISHUN RING RD,620 YISHUN RING RD,YISHUN RING ROAD        ,620 YISHUN RING ROAD       Singapore,620 YISHUN RING ROAD      
312,YISHUN RING RD,312 YISHUN RING RD,YISHUN RING ROAD        ,312 YISHUN RING ROAD       Singapore,312 YISHUN RING ROAD      
619,YISHUN RING RD,619 YISHUN RING RD,YISHUN RING ROAD        ,619 YISHUN RING ROAD       Singapore,619 YISHUN RING ROAD      
644,YISHUN ST 61,644 YISHUN ST 61,YISHUN ST 61        ,644 YISHUN ST 61       Singapore,644 YISHUN ST 61      
446,ANG MO KIO AVE 10,446 ANG MO KIO AVE 10,ANG MO KIO AVE 10    ,446 ANG MO KIO AVE 10   Singapore,446 ANG MO KIO AVE 10  
706,BEDOK NTH RD,706 BEDOK NTH RD,BEDOK NORTH ROAD        ,706 BEDOK NORTH ROAD       Singapore,706 BEDOK NORTH ROAD      
124,BEDOK RESERVOIR RD,124 BEDOK RESERVOIR RD,BEDOK RESERVOIR ROAD        ,124 BEDOK RESERVOIR ROAD       Singapore,124 BEDOK RESERVOIR ROAD      
132,BISHAN ST 12,132 BISHAN ST 12,BISHAN ST 12        ,132 BISHAN ST 12       Singapore,132 BISHAN ST 12      
145,BISHAN ST 11,145 BISHAN ST 11,BISHAN ST 11        ,145 BISHAN ST 11       Singapore,145 BISHAN ST 11      
136,BISHAN ST 12,136 BISHAN ST 12,BISHAN ST 12        ,136 BISHAN ST 12       Singapore,136 BISHAN ST 12      
138,BISHAN ST 12,138 BISHAN ST 12,BISHAN ST 12        ,138 BISHAN ST 12       Singapore,138 BISHAN ST 12      
539,BT BATOK ST 52,539 BT BATOK ST 52,BUKIT BATOK ST 52      ,539 BUKIT BATOK ST 52     Singapore,539 BUKIT BATOK ST 52    
334,BT BATOK ST 32,334 BT BATOK ST 32,BUKIT BATOK ST 32      ,334 BUKIT BATOK ST 32     Singapore,334 BUKIT BATOK ST 32    
125,PENDING RD,125 PENDING RD,PENDING ROAD          ,125 PENDING ROAD         Singapore,125 PENDING ROAD        
7,TECK WHYE AVE,7 TECK WHYE AVE,TECK WHYE AVE        ,7 TECK WHYE AVE       Singapore,7 TECK WHYE AVE      
40,SIMS DR,40 SIMS DR,SIMS DR          ,40 SIMS DR         Singapore,40 SIMS DR        
529,HOUGANG AVE 6,529 HOUGANG AVE 6,HOUGANG AVE 6        ,529 HOUGANG AVE 6       Singapore,529 HOUGANG AVE 6      
680,HOUGANG AVE 8,680 HOUGANG AVE 8,HOUGANG AVE 8        ,680 HOUGANG AVE 8       Singapore,680 HOUGANG AVE 8      
528,HOUGANG AVE 6,528 HOUGANG AVE 6,HOUGANG AVE 6        ,528 HOUGANG AVE 6       Singapore,528 HOUGANG AVE 6      
667,HOUGANG AVE 4,667 HOUGANG AVE 4,HOUGANG AVE 4        ,667 HOUGANG AVE 4       Singapore,667 HOUGANG AVE 4      
532,HOUGANG AVE 6,532 HOUGANG AVE 6,HOUGANG AVE 6        ,532 HOUGANG AVE 6       Singapore,532 HOUGANG AVE 6      
640,HOUGANG AVE 8,640 HOUGANG AVE 8,HOUGANG AVE 8        ,640 HOUGANG AVE 8       Singapore,640 HOUGANG AVE 8      
522,HOUGANG AVE 6,522 HOUGANG AVE 6,HOUGANG AVE 6        ,522 HOUGANG AVE 6       Singapore,522 HOUGANG AVE 6      
122,MCNAIR RD,122 MCNAIR RD,MCNAIR ROAD          ,122 MCNAIR ROAD         Singapore,122 MCNAIR ROAD        
108,MCNAIR RD,108 MCNAIR RD,MCNAIR ROAD          ,108 MCNAIR ROAD         Singapore,108 MCNAIR ROAD        
110,MCNAIR RD,110 MCNAIR RD,MCNAIR ROAD          ,110 MCNAIR ROAD         Singapore,110 MCNAIR ROAD        
127,SERANGOON NTH AVE 1,127 SERANGOON NTH AVE 1,SERANGOON NORTH AVE 1      ,127 SERANGOON NORTH AVE 1     Singapore,127 SERANGOON NORTH AVE 1    
202,SERANGOON CTRL,202 SERANGOON CTRL,SERANGOON CENTRAL          ,202 SERANGOON CENTRAL         Singapore,202 SERANGOON CENTRAL        
404,TAMPINES ST 41,404 TAMPINES ST 41,TAMPINES ST 41        ,404 TAMPINES ST 41       Singapore,404 TAMPINES ST 41      
409,TAMPINES ST 41,409 TAMPINES ST 41,TAMPINES ST 41        ,409 TAMPINES ST 41       Singapore,409 TAMPINES ST 41      
20,JOO SENG RD,20 JOO SENG RD,JOO SENG ROAD        ,20 JOO SENG ROAD       Singapore,20 JOO SENG ROAD      
113,WOODLANDS ST 13,113 WOODLANDS ST 13,WOODLANDS ST 13        ,113 WOODLANDS ST 13       Singapore,113 WOODLANDS ST 13      
763,YISHUN ST 72,763 YISHUN ST 72,YISHUN ST 72        ,763 YISHUN ST 72       Singapore,763 YISHUN ST 72      
264,YISHUN ST 22,264 YISHUN ST 22,YISHUN ST 22        ,264 YISHUN ST 22       Singapore,264 YISHUN ST 22      
780,YISHUN RING RD,780 YISHUN RING RD,YISHUN RING ROAD        ,780 YISHUN RING ROAD       Singapore,780 YISHUN RING ROAD      
744,BEDOK RESERVOIR RD,744 BEDOK RESERVOIR RD,BEDOK RESERVOIR ROAD        ,744 BEDOK RESERVOIR ROAD       Singapore,744 BEDOK RESERVOIR ROAD      
146,BISHAN ST 11,146 BISHAN ST 11,BISHAN ST 11        ,146 BISHAN ST 11       Singapore,146 BISHAN ST 11      
117,BISHAN ST 12,117 BISHAN ST 12,BISHAN ST 12        ,117 BISHAN ST 12       Singapore,117 BISHAN ST 12      
135,BISHAN ST 12,135 BISHAN ST 12,BISHAN ST 12        ,135 BISHAN ST 12       Singapore,135 BISHAN ST 12      
194,BISHAN ST 13,194 BISHAN ST 13,BISHAN ST 13        ,194 BISHAN ST 13       Singapore,194 BISHAN ST 13      
153,BISHAN ST 13,153 BISHAN ST 13,BISHAN ST 13        ,153 BISHAN ST 13       Singapore,153 BISHAN ST 13      
530,BT BATOK ST 51,530 BT BATOK ST 51,BUKIT BATOK ST 51      ,530 BUKIT BATOK ST 51     Singapore,530 BUKIT BATOK ST 51    
44,LENGKOK BAHRU,44 LENGKOK BAHRU,LENGKOK BAHRU          ,44 LENGKOK BAHRU         Singapore,44 LENGKOK BAHRU        
118,PENDING RD,118 PENDING RD,PENDING ROAD          ,118 PENDING ROAD         Singapore,118 PENDING ROAD        
108,GANGSA RD,108 GANGSA RD,GANGSA ROAD          ,108 GANGSA ROAD         Singapore,108 GANGSA ROAD        
275,BANGKIT RD,275 BANGKIT RD,BANGKIT ROAD          ,275 BANGKIT ROAD         Singapore,275 BANGKIT ROAD        
671,HOUGANG AVE 8,671 HOUGANG AVE 8,HOUGANG AVE 8        ,671 HOUGANG AVE 8       Singapore,671 HOUGANG AVE 8      
506,HOUGANG AVE 8,506 HOUGANG AVE 8,HOUGANG AVE 8        ,506 HOUGANG AVE 8       Singapore,506 HOUGANG AVE 8      
690,HOUGANG ST 61,690 HOUGANG ST 61,HOUGANG ST 61        ,690 HOUGANG ST 61       Singapore,690 HOUGANG ST 61      
527,HOUGANG AVE 6,527 HOUGANG AVE 6,HOUGANG AVE 6        ,527 HOUGANG AVE 6       Singapore,527 HOUGANG AVE 6      
520,HOUGANG AVE 6,520 HOUGANG AVE 6,HOUGANG AVE 6        ,520 HOUGANG AVE 6       Singapore,520 HOUGANG AVE 6      
156,HOUGANG ST 11,156 HOUGANG ST 11,HOUGANG ST 11        ,156 HOUGANG ST 11       Singapore,156 HOUGANG ST 11      
643,HOUGANG AVE 8,643 HOUGANG AVE 8,HOUGANG AVE 8        ,643 HOUGANG AVE 8       Singapore,643 HOUGANG AVE 8      
634,HOUGANG AVE 8,634 HOUGANG AVE 8,HOUGANG AVE 8        ,634 HOUGANG AVE 8       Singapore,634 HOUGANG AVE 8      
43,JLN BAHAGIA,43 JLN BAHAGIA,JALAN BAHAGIA          ,43 JALAN BAHAGIA         Singapore,43 JALAN BAHAGIA        
44,JLN BAHAGIA,44 JLN BAHAGIA,JALAN BAHAGIA          ,44 JALAN BAHAGIA         Singapore,44 JALAN BAHAGIA        
54,JLN MA'MOR,54 JLN MA'MOR,JALAN MA'MOR          ,54 JALAN MA'MOR         Singapore,54 JALAN MA'MOR        
411,PASIR RIS DR 6,411 PASIR RIS DR 6,PASIR RIS DR 6      ,411 PASIR RIS DR 6     Singapore,411 PASIR RIS DR 6    
420,SERANGOON CTRL,420 SERANGOON CTRL,SERANGOON CENTRAL          ,420 SERANGOON CENTRAL         Singapore,420 SERANGOON CENTRAL        
130,SIMEI ST 1,130 SIMEI ST 1,SIMEI ST 1        ,130 SIMEI ST 1       Singapore,130 SIMEI ST 1      
883,TAMPINES ST 84,883 TAMPINES ST 84,TAMPINES ST 84        ,883 TAMPINES ST 84       Singapore,883 TAMPINES ST 84      
131,SIMEI ST 1,131 SIMEI ST 1,SIMEI ST 1        ,131 SIMEI ST 1       Singapore,131 SIMEI ST 1      
112,SIMEI ST 1,112 SIMEI ST 1,SIMEI ST 1        ,112 SIMEI ST 1       Singapore,112 SIMEI ST 1      
117,SIMEI ST 1,117 SIMEI ST 1,SIMEI ST 1        ,117 SIMEI ST 1       Singapore,117 SIMEI ST 1      
171,YISHUN AVE 7,171 YISHUN AVE 7,YISHUN AVE 7        ,171 YISHUN AVE 7       Singapore,171 YISHUN AVE 7      
636,YISHUN ST 61,636 YISHUN ST 61,YISHUN ST 61        ,636 YISHUN ST 61       Singapore,636 YISHUN ST 61      
603,YISHUN ST 61,603 YISHUN ST 61,YISHUN ST 61        ,603 YISHUN ST 61       Singapore,603 YISHUN ST 61      
792,YISHUN RING RD,792 YISHUN RING RD,YISHUN RING ROAD        ,792 YISHUN RING ROAD       Singapore,792 YISHUN RING ROAD      
122,BEDOK RESERVOIR RD,122 BEDOK RESERVOIR RD,BEDOK RESERVOIR ROAD        ,122 BEDOK RESERVOIR ROAD       Singapore,122 BEDOK RESERVOIR ROAD      
192,BISHAN ST 13,192 BISHAN ST 13,BISHAN ST 13        ,192 BISHAN ST 13       Singapore,192 BISHAN ST 13      
504,BT BATOK ST 52,504 BT BATOK ST 52,BUKIT BATOK ST 52      ,504 BUKIT BATOK ST 52     Singapore,504 BUKIT BATOK ST 52    
25,LIM LIAK ST,25 LIM LIAK ST,LIM LIAK ST        ,25 LIM LIAK ST       Singapore,25 LIM LIAK ST      
230,PENDING RD,230 PENDING RD,PENDING ROAD          ,230 PENDING ROAD         Singapore,230 PENDING ROAD        
239,BT PANJANG RING RD,239 BT PANJANG RING RD,BUKIT PANJANG RING ROAD      ,239 BUKIT PANJANG RING ROAD     Singapore,239 BUKIT PANJANG RING ROAD    
372,CLEMENTI AVE 4,372 CLEMENTI AVE 4,CLEMENTI AVE 4        ,372 CLEMENTI AVE 4       Singapore,372 CLEMENTI AVE 4      
120,GEYLANG EAST CTRL,120 GEYLANG EAST CTRL,GEYLANG EAST CENTRAL        ,120 GEYLANG EAST CENTRAL       Singapore,120 GEYLANG EAST CENTRAL      
530,HOUGANG AVE 6,530 HOUGANG AVE 6,HOUGANG AVE 6        ,530 HOUGANG AVE 6       Singapore,530 HOUGANG AVE 6      
669,HOUGANG AVE 8,669 HOUGANG AVE 8,HOUGANG AVE 8        ,669 HOUGANG AVE 8       Singapore,669 HOUGANG AVE 8      
648,HOUGANG AVE 8,648 HOUGANG AVE 8,HOUGANG AVE 8        ,648 HOUGANG AVE 8       Singapore,648 HOUGANG AVE 8      
633,HOUGANG AVE 8,633 HOUGANG AVE 8,HOUGANG AVE 8        ,633 HOUGANG AVE 8       Singapore,633 HOUGANG AVE 8      
